,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
8090,Lettre à France,Michel Polnareff,0.27,0.444,-7.859,0.0312,0.769,0.134,0.363,0.093,127.192,290680
8091,Who Do You Love,Ronnie Hawkins,0.451,0.768,-5.424,0.0503,0.0138,0.000103,0.28,0.703,115.992,160253
8092,Oh! Darling - Remastered,The Beatles,0.422,0.656,-8.412,0.0397,0.0126,0.0279,0.268,0.549,173.93,207240
8093,Teenage Icon,The Vaccines,0.424,0.934,-3.128,0.053,0.000169,0.00308,0.159,0.641,104.144,184240
8094,Milk Cow Blues,Kokomo Arnold,0.772,0.04,-21.192,0.062,0.99,2.1e-05,0.131,0.568,99.497,191425
8095,The Size Of A Cow,The Wonder Stuff,0.504,0.878,-6.94,0.0316,0.0258,0.00537,0.0418,0.923,149.107,193107
8096,Cerca De La Revolución,Charly García,0.729,0.805,-12.92,0.0389,0.217,0.000112,0.314,0.723,112.586,280707
8097,Four Sticks - Remaster,Led Zeppelin,0.507,0.837,-10.465,0.0624,0.174,0.814,0.0906,0.318,107.013,285227
8098,Rock My Soul,The Golden Gate Quartet,0.763,0.129,-20.902,0.31,0.984,0.00153,0.119,0.802,145.249,122640
8099,Cosmic Dancer,T. Rex,0.363,0.803,-8.089,0.06,0.0117,0.00601,0.189,0.718,156.047,266533
8100,Green Aisles,Real Estate,0.484,0.782,-5.407,0.0273,0.0581,0.153,0.284,0.565,104.104,301027
8101,I Believe in You - 1997 Remaster,Talk Talk,0.523,0.185,-21.881,0.0252,0.692,0.248,0.178,0.161,90.654,370387
8102,All Falls Down,Kanye West,0.643,0.717,-4.876,0.506,0.184,0.0,0.152,0.46,90.893,223507
8103,First Time I Met The Blues - Single Version,Buddy Guy,0.39,0.713,-4.284,0.0872,0.559,0.00114,0.0528,0.713,207.506,136373
8104,I'll Keep You Satisfied,Billy J. Kramer,0.668,0.734,-6.32,0.033,0.582,0.0,0.162,0.966,125.554,126360
8105,Voodoo Chile,Jimi Hendrix,0.298,0.753,-7.417,0.0894,0.248,0.148,0.112,0.32,164.991,899933
8106,Tin Roof Blues,New Orleans Rhythm Kings,0.757,0.429,-5.433,0.0784,0.928,0.934,0.206,0.685,105.837,149640
8107,Zdarlight,Digitalism,0.777,0.499,-7.314,0.0514,0.00853,0.832,0.0695,0.631,123.969,340773
8108,Your Cover's Blown,Belle & Sebastian,0.484,0.742,-6.006,0.0667,0.0677,1.31e-06,0.344,0.394,109.111,361787
8109,Let's Get Lost - Alternate Take / Remastered 2004,Chet Baker,0.539,0.359,-10.375,0.0327,0.801,0.0,0.217,0.505,74.915,177215
8110,Rude Boy Rock,Lionrock,0.903,0.93,-4.62,0.0631,0.296,0.504,0.202,0.691,134.978,290600
8111,Casanova,Levert,0.71,0.845,-3.927,0.0888,0.0445,1.18e-05,0.0672,0.802,92.957,262373
8112,Happy Cycling,Boards of Canada,0.913,0.429,-13.764,0.133,0.00629,0.868,0.0791,0.428,100.01,472520
8113,He's Funny That Way - Take 1,Billie Holiday,0.753,0.153,-11.479,0.0611,0.988,1.08e-05,0.165,0.686,103.525,158440
8114,Twilight Zone,Golden Earring,0.656,0.756,-6.516,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,478107
8115,Brandy (You're a Fine Girl),Looking Glass,0.716,0.625,-11.369,0.0601,0.396,1.97e-05,0.134,0.826,125.276,186827
8116,Dirty Harry,Gorillaz,0.625,0.877,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,230426
8117,Guilty (feat. Barry Gibb),Barbra Streisand,0.626,0.425,-15.656,0.0356,0.231,0.0,0.114,0.952,150.875,264333
8118,La flaca,Jarabe De Palo,0.871,0.481,-9.068,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,261200
8119,Wicked,Ice Cube,0.803,0.972,-4.866,0.163,0.199,0.0,0.0976,0.621,106.934,235707
8120,Squares,The Beta Band,0.676,0.446,-11.519,0.0622,0.00337,0.0406,0.114,0.507,150.033,226893
8121,Chatanoogie Shoe Shine Boy,Red Foley,0.756,0.324,-15.502,0.0599,0.713,0.00461,0.111,0.786,147.943,171400
8122,Skeleton Boy,Friendly Fires,0.61,0.913,-4.287,0.054,0.00553,0.00096,0.091,0.811,119.012,213640
8123,Harlem Nocturne,Johnny Otis,0.383,0.26,-11.932,0.0269,0.82,0.0553,0.0837,0.378,77.74,181933
8124,King Of The Mountain,Kate Bush,0.582,0.497,-12.137,0.03,0.383,0.012,0.0684,0.612,150.253,293720
8125,Symptom of the Universe,Black Sabbath,0.279,0.651,-12.136,0.0472,0.0544,0.0592,0.19,0.47,178.649,388400
8126,Gamera,Tortoise,0.407,0.519,-12.198,0.0314,0.0972,0.776,0.14,0.14,118.942,713733
8127,Keep Me in Your Heart,Warren Zevon,0.427,0.393,-9.142,0.0418,0.832,1.54e-06,0.0932,0.244,177.429,208027
8128,Speedway - 2014 Remaster,Morrissey,0.232,0.882,-7.525,0.0556,0.0011,0.00905,0.255,0.528,111.166,267467
8129,I Love The Nightlife (Disco 'Round),Alicia Bridges,0.751,0.672,-10.587,0.0383,0.0561,0.658,0.22,0.972,124.509,333585
8130,Wheel Me Out,Was (Not Was),0.702,0.687,-7.88,0.0782,0.00125,0.544,0.26,0.645,125.316,430427
8131,Don't Let Me Be Lonely Tonight,James Taylor,0.622,0.145,-18.549,0.0332,0.813,0.0808,0.148,0.335,75.139,155200
8132,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,0.499,0.355,-14.163,0.0396,0.65,0.0001,0.279,0.569,140.321,264267
8133,Lovesick Blues,Emmett Miller,0.77,0.167,-15.941,0.387,0.977,0.0,0.17,0.504,109.045,173040
8134,I Don't Want to Grow Up,Ramones,0.532,0.872,-7.545,0.035,0.000594,0.00127,0.0987,0.543,91.009,164333
8135,Petit papa Noël,Tino Rossi,0.309,0.436,-4.525,0.0339,0.974,0.0362,0.0744,0.4,75.389,188013
8136,… And Carrot Rope,Pavement,0.549,0.335,-10.563,0.0313,0.146,1.86e-06,0.284,0.461,142.753,232533
8137,Cherry Pink And Apple Blossom White,Pérez Prado,0.527,0.593,-8.815,0.0435,0.47,0.686,0.134,0.633,109.739,179667
8138,Almost ready,Dinosaur Jr.,0.188,0.97,-4.135,0.106,0.0767,0.00153,0.367,0.224,159.604,188027
8139,Voices Inside My Head - Remastered 2003,The Police,0.822,0.628,-11.739,0.129,0.0269,0.527,0.159,0.52,108.795,232292
8140,What's A Matter Baby (Is It Hurting You),Timi Yuro,0.685,0.76,-9.354,0.043,0.43,0.0,0.0704,0.895,113.569,165560
8141,Wish,Nine Inch Nails,0.515,0.982,-7.158,0.0698,0.000416,0.604,0.697,0.214,135.044,226733
8142,Mother Mother,Tracy Bonham,0.371,0.674,-5.498,0.0709,0.0135,0.0,0.208,0.551,174.567,180653
8143,Dizzy Miss Lizzy,Larry Williams,0.611,0.672,-12.631,0.032,0.131,3.99e-05,0.0967,0.965,137.175,134067
8144,In The Street,Big Star,0.46,0.814,-5.506,0.0349,0.000414,0.00855,0.124,0.574,124.95,174733
8145,Attak (feat. Danny Brown),Rustie,0.384,0.853,-5.412,0.275,0.0358,0.0,0.51,0.749,136.813,181107
8146,Liar,Rollins Band,0.408,0.542,-11.573,0.0564,0.00286,4.97e-06,0.11,0.33,148.611,394467
8147,Chattanooga Choo Choo,Glenn Miller,0.483,0.43,-10.146,0.0429,0.943,0.0409,0.449,0.638,148.286,206620
8148,Shadowboxer,Fiona Apple,0.298,0.52,-7.297,0.0303,0.265,0.0,0.165,0.223,74.131,324267
8149,Summer Dress,Red House Painters,0.54,0.153,-14.397,0.033,0.915,0.0158,0.107,0.198,129.152,174240
8150,Angie Baby,Helen Reddy,0.544,0.412,-12.628,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,210693
8151,Put It On,The Wailers,0.704,0.563,-14.043,0.042,0.804,0.144,0.283,0.955,125.326,186253
8152,So Hard - 2001 Remaster,Pet Shop Boys,0.572,0.921,-6.914,0.0397,0.0012,0.286,0.167,0.688,119.834,238827
8153,Shine,Doughboys,0.384,0.63,-8.353,0.052,0.000912,0.00321,0.104,0.463,157.518,159573
8154,Straight No Chaser - Remastered 1998,Thelonious Monk,0.504,0.599,-9.497,0.0657,0.797,0.000136,0.352,0.713,164.827,180307
8155,Indian Summer,Beat Happening,0.443,0.584,-10.073,0.0284,0.382,0.0,0.0591,0.601,139.815,185040
8156,Jerk It Out,Caesars,0.58,0.981,-2.603,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667
8157,Taking Chances,Sharon Van Etten,0.526,0.462,-7.722,0.0262,0.153,0.0139,0.1,0.75,171.906,230453
8158,Don't Eat The Yellow Snow,Frank Zappa,0.753,0.69,-10.897,0.133,0.213,0.0277,0.122,0.73,137.506,125320
8159,Thing Called Love,John Hiatt,0.778,0.749,-7.709,0.0329,0.121,0.00547,0.291,0.964,125.208,250467
8160,C'est extra,Léo Ferré,0.381,0.49,-7.304,0.0267,0.0371,0.0586,0.0794,0.303,95.084,229467
8161,Singing the Blues,Marty Robbins,0.546,0.469,-8.967,0.0289,0.391,0.0,0.091,0.779,142.712,145640
8162,My Favorite Mistake,Sheryl Crow,0.614,0.777,-8.24,0.0304,0.00494,0.000851,0.349,0.552,104.646,248240
8163,Energy,Drake,0.747,0.571,-7.916,0.478,0.38,0.0,0.534,0.553,172.104,181933
8164,Mercy Street,Peter Gabriel,0.568,0.297,-16.677,0.0323,0.358,0.00022,0.0811,0.0398,92.885,377920
8165,Where Love Lives (Come On In) - Classic Mix,Alison Limerick,0.708,0.566,-10.142,0.0362,0.000127,0.0338,0.29,0.731,121.997,416027
8166,The Longest Time,Billy Joel,0.637,0.333,-9.603,0.0262,0.181,0.0,0.147,0.588,84.347,217907
8167,To Sir With Love - 2002 Remastered Version,Lulu,0.558,0.343,-11.432,0.0275,0.291,0.0,0.134,0.284,97.592,167027
8168,Parchman Farm,Mose Allison,0.802,0.254,-16.526,0.0439,0.957,0.0268,0.0935,0.39,103.708,197867
8169,Outshined,Soundgarden,0.508,0.741,-9.437,0.0287,4.22e-05,0.016,0.177,0.58,95.066,310533
8170,Always Late (With Your Kisses),Lefty Frizzell,0.772,0.152,-14.132,0.0324,0.834,0.0,0.369,0.546,117.749,183667
8171,The Pearls,Jelly Roll Morton,0.681,0.166,-22.129,0.0363,0.992,0.865,0.139,0.717,143.467,180573
8172,"The Good, The Bad and The Ugly",Hugo Montenegro & His Orchestra,0.539,0.544,-13.569,0.0397,0.545,0.634,0.506,0.534,116.524,165400
8173,The Next Episode,Dr. Dre,0.92,0.891,-2.398,0.253,0.0313,0.0,0.083,0.311,95.295,161600
8174,The Stampede,Fletcher Henderson,0.65,0.526,-10.047,0.0572,0.973,0.87,0.548,0.936,112.287,196307
8175,Child's Christmas In Wales,John Cale,0.441,0.471,-11.08,0.0302,0.316,0.0106,0.12,0.247,105.791,200706
8176,Driver 8 - Remastered,R.E.M.,0.377,0.932,-4.31,0.0415,0.126,0.198,0.223,0.821,160.787,203520
8177,You're No Good,ESG,0.876,0.339,-11.258,0.0822,0.000382,0.245,0.108,0.35,114.634,191667
8178,From a Whisper to a Scream - Soundtrack Version,Allen Toussaint,0.442,0.381,-10.316,0.094,0.751,0.000465,0.0942,0.249,78.324,207360
8179,Engine Number 9,Wilson Pickett,0.74,0.863,-8.1,0.0525,0.00648,0.00132,0.0403,0.826,95.777,170973
8180,It Had To Be You,Isham Jones And His Orchestra,0.475,0.131,-17.72,0.0634,0.996,0.905,0.11,0.783,177.205,182000
8181,Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Snoop Dogg,0.47,0.83,-5.35,0.115,0.00474,0.0,0.339,0.587,90.967,218187
8182,Eraser,No Age,0.169,0.916,-7.814,0.0765,0.00589,0.769,0.388,0.228,199.408,160973
8183,The Bitter End,Placebo,0.322,0.913,-5.081,0.0451,4.25e-05,0.118,0.117,0.514,186.217,190573
8184,Merry Go Round,The Replacements,0.702,0.803,-6.174,0.0341,0.0898,0.000349,0.111,0.747,131.183,220360
8185,Knives Out,Radiohead,0.433,0.675,-6.702,0.0337,0.0911,0.293,0.159,0.184,137.268,254867
8186,If I Had A Tail,Queens of the Stone Age,0.602,0.85,-6.602,0.1,0.636,3.26e-05,0.663,0.339,112.077,295587
8187,Take Time,Mumdance,0.826,0.888,-7.335,0.326,0.482,0.0,0.624,0.595,140.01,223400
8188,Hushabye,The Mystics,0.457,0.269,-15.952,0.0284,0.677,0.0,0.253,0.838,145.178,155040
8189,Li ma weesu (As in a Mirror) / Comme dans un miroir,Youssou N'Dour,0.728,0.578,-9.044,0.0502,0.72,0.0,0.0641,0.902,89.946,232080
8190,Incarcerated Scarfaces,Raekwon,0.884,0.807,-6.781,0.31,0.0607,0.00301,0.0949,0.357,92.972,282667
8191,Keys to Your Heart,The 101ers,0.616,0.761,-10.445,0.0306,0.0418,0.00463,0.155,0.895,152.998,222893
8192,Donna Lee,Jaco Pastorius,0.594,0.243,-28.508,0.0579,0.971,0.966,0.111,0.756,108.439,147200
8193,Dream Land,Bunny Wailer,0.807,0.494,-13.028,0.19,0.36,0.00983,0.044,0.96,146.07,165893
8194,Aneurysm - B-Side,Nirvana,0.318,0.867,-4.959,0.0997,0.000264,0.68,0.194,0.193,130.943,285613
8195,One Bad Apple,The Osmonds,0.594,0.561,-8.878,0.0507,0.42,0.0,0.467,0.886,100.601,163693
8196,I'm in a Dancing Mood,Delroy Wilson,0.869,0.654,-7.999,0.205,0.118,0.000625,0.121,0.841,90.316,138373
8197,Break Stuff,Limp Bizkit,0.45,0.877,-6.676,0.156,0.0108,0.000643,0.112,0.663,108.501,166707
8198,Love Is Noise,The Verve,0.419,0.863,-4.155,0.0412,0.000484,0.0,0.388,0.314,123.008,327748
8199,Could It Be Magic,Barry Manilow,0.315,0.506,-7.283,0.0347,0.85,0.0405,0.131,0.291,122.913,409053
8200,Jig-Saw Puzzle,The Rolling Stones,0.399,0.645,-10.785,0.0467,0.356,4.75e-06,0.0938,0.785,113.728,365400
8201,Dance Away,Roxy Music,0.805,0.567,-10.187,0.0688,0.0651,8e-05,0.046,0.962,123.011,227208
8202,Midnight to Six Man (Bonus B-side),The Pretty Things,0.533,0.672,-12.84,0.0317,0.457,0.00653,0.465,0.929,126.457,139240
8203,The Bewlay Brothers - 2015 Remaster,David Bowie,0.533,0.102,-21.74,0.0456,0.379,0.0,0.0511,0.19,119.788,329587
8204,Eternal Life,Jeff Buckley,0.514,0.983,-2.605,0.0887,0.00179,1.22e-05,0.169,0.181,95.877,292347
8205,La bombe humaine - Remasterisé en 2015,Téléphone,0.444,0.626,-7.553,0.0723,0.0927,0.0,0.147,0.17,113.7,263160
8206,Chest Fever - Remastered,The Band,0.432,0.687,-8.622,0.0394,0.14,0.289,0.0774,0.348,101.446,318533
8207,Road Head,Japanese Breakfast,0.54,0.674,-8.734,0.0296,0.0978,0.156,0.147,0.165,95.036,195107
8208,Because I’m Me,The Avalanches,0.472,0.805,-5.793,0.086,0.0491,0.0162,0.337,0.512,94.922,252800
8209,Tall Cool One,The Wailers,0.627,0.767,-6.388,0.0276,0.706,0.0737,0.076,0.865,124.412,153867
8210,Hygiaphone - Remasterisé en 2015,Téléphone,0.335,0.943,-4.276,0.0984,0.0029,0.0,0.248,0.653,168.604,174107
8211,3 Wheel-ups (feat. Wiley & Giggs),Kano,0.545,0.904,-5.201,0.34,0.00298,0.00117,0.0679,0.674,139.871,278227
8212,La Raza,Kid Frost,0.801,0.529,-14.875,0.0962,0.0406,0.000609,0.0936,0.721,106.965,209067
8213,Primary - 2005 Remaster,The Cure,0.496,0.89,-7.461,0.051,0.0185,0.254,0.738,0.898,171.442,219533
8214,Stand Back,Stevie Nicks,0.684,0.707,-12.439,0.0457,0.0731,0.00346,0.0814,0.615,116.067,291200
8215,Tomorrow Comes Today,Gorillaz,0.751,0.596,-4.594,0.0302,0.0071,0.57,0.103,0.561,93.213,193600
8216,"The Sweetest Thing (feat. Lauryn Hill) - From the New Line Cinema film ""Love Jones""",Refugee Camp All-Stars,0.609,0.598,-10.084,0.1,0.0159,2.07e-05,0.0749,0.333,83.822,292000
8217,Girlfriend,Avril Lavigne,0.56,0.959,-2.433,0.102,0.000738,0.000206,0.209,0.67,163.983,216600
8218,South,Bennie Moten's Kansas City Orchestra,0.612,0.554,-13.144,0.161,0.981,0.529,0.496,0.854,180.234,152643
8219,El Oso,Moris,0.426,0.588,-6.739,0.0398,0.718,0.0,0.574,0.689,105.498,174973
8220,When the Ship Comes In,Bob Dylan,0.58,0.421,-9.161,0.0315,0.867,0.0,0.205,0.347,114.725,194680
8221,Then Came You,Dionne Warwick,0.817,0.799,-6.542,0.104,0.426,0.0,0.503,0.71,116.333,240507
8222,Way Down Yonder in New Orleans,Freddy Cannon,0.273,0.712,-9.461,0.0487,0.503,1.09e-06,0.252,0.825,142.611,148315
8223,Faithfully,Journey,0.202,0.644,-5.212,0.0324,0.0979,0.0,0.109,0.252,85.04,267080
8224,Tirá Para Arriba,Miguel Mateos - Zas,0.712,0.488,-11.464,0.041,0.0786,0.0,0.106,0.494,129.528,303680
8225,Remote Control - Remastered,The Clash,0.545,0.763,-7.27,0.0798,0.0239,0.00013,0.105,0.719,157.512,183373
8226,Ghetto Story,Cham,0.632,0.558,-8.201,0.375,0.34,0.0,0.31,0.788,102.678,251008
8227,Tu verras,Claude Nougaro,0.669,0.492,-9.372,0.0544,0.475,0.0,0.091,0.766,131.168,193667
8228,One Minute Man (feat. Ludacris),Missy Elliott,0.622,0.669,-8.419,0.329,0.0266,2.97e-06,0.152,0.57,93.839,252987
8229,Santeria,Sublime,0.666,0.788,-5.1,0.0407,0.0232,2.32e-05,0.108,0.536,90.961,182747
8230,I Wanna Be Loved By You ( 1928 Version ),Helen Kane,0.599,0.0542,-15.475,0.0486,0.976,2.3e-05,0.186,0.432,126.567,171267
8231,Part Time Love,Little Johnny Taylor,0.323,0.537,-8.968,0.0613,0.551,0.00118,0.173,0.574,183.815,232667
8232,Hunter,Björk,0.35,0.668,-10.342,0.0926,0.148,0.0452,0.0871,0.179,79.892,255267
8233,Summertime,Sarah Vaughan,0.29,0.256,-10.555,0.0284,0.954,0.0,0.111,0.231,141.474,197800
8234,Alone with You - 2014 Remaster,Sunnyboys,0.361,0.937,-3.179,0.0463,6.19e-05,0.000166,0.27,0.393,147.546,238960
8235,Sealed with a Kiss,Brian Hyland,0.456,0.297,-12.186,0.0285,0.895,0.0,0.131,0.571,90.462,162667
8236,Zungguzungguguzungguzeng,Yellowman,0.749,0.296,-17.927,0.356,0.0713,0.00458,0.0879,0.475,164.707,388227
8237,Same Love - feat. Mary Lambert,Macklemore & Ryan Lewis,0.688,0.473,-9.059,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525
8238,The Old Gold Shoe,Lambchop,0.404,0.408,-13.447,0.0361,0.0494,0.189,0.383,0.416,135.005,381467
8239,Krafty,New Order,0.614,0.808,-4.922,0.0348,0.00851,0.491,0.053,0.662,140.012,273346
8240,I Don't Want to Go Home - 2013 Remaster,Southside Johnny And The Asbury Jukes,0.589,0.584,-12.814,0.0343,0.309,6.95e-06,0.0542,0.961,121.606,220693
8241,Stagger Lee,Nick Cave & The Bad Seeds,0.499,0.564,-9.184,0.0423,0.0514,0.000355,0.0828,0.659,154.093,315147
8242,Love For Sale,Billie Holiday,0.402,0.0861,-17.744,0.0688,0.988,3.44e-05,0.12,0.267,172.111,176600
8243,Melocoton,Colette Magny,0.596,0.279,-13.441,0.0547,0.573,0.000538,0.13,0.494,118.914,100787
8244,Death On Two Legs (Dedicated To...) - Remastered 2011,Queen,0.373,0.691,-6.219,0.0554,0.362,4.03e-05,0.133,0.499,124.767,223920
8245,Sittin' In The Balcony,Eddie Cochran,0.486,0.545,-12.978,0.0732,0.865,0.00116,0.288,0.799,143.137,121853
8246,Mal Bicho,Los Fabulosos Cadillacs,0.723,0.869,-7.903,0.0554,0.127,5.68e-06,0.0378,0.771,103.091,243773
8247,Sweet Harmony (Original Mix),Liquid,0.653,0.904,-7.637,0.037,0.155,0.782,0.116,0.391,135.073,267307
8248,Ory's Creole Trombone,Kid Ory's Sunshine Band,0.707,0.325,-13.704,0.177,0.994,0.877,0.108,0.946,110.295,192627
8249,I'll Be Doggone,Marvin Gaye,0.728,0.579,-10.044,0.0331,0.219,0.0,0.0722,0.723,133.685,166200
8250,Into Each Life Some Rain Must Fall,Charlie Fugua's Ink Spots,0.655,0.374,-7.57,0.0319,0.942,4.36e-05,0.567,0.745,82.741,150361
8251,Crank That (Soulja Boy),Soulja Boy,0.732,0.731,-2.171,0.0924,0.526,0.0,0.0496,0.799,140.211,221933
8252,I'll Always Love My Mama,The Intruders,0.621,0.74,-11.528,0.0664,0.105,0.0,0.633,0.788,119.576,396867
8253,No Church In The Wild,JAY-Z,0.654,0.75,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272507
8254,My One And Only Love,John Coltrane,0.474,0.0676,-16.101,0.0363,0.963,0.00291,0.14,0.248,115.719,295240
8255,Rock 'n' Roll High School - 2002 Remaster,Ramones,0.499,0.87,-4.431,0.126,0.0183,0.0,0.0512,0.893,188.853,137400
8256,Murder On The Dancefloor,Sophie Ellis-Bextor,0.734,0.848,-5.285,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,230013
8257,Cake Walking Babies (From Home),Clarence Williams' Blue Five,0.634,0.435,-12.422,0.0474,0.995,0.881,0.204,0.84,121.516,175573
8258,So Young (Remastered),Suede,0.311,0.863,-5.175,0.0636,0.747,3.92e-05,0.302,0.416,116.125,218827
8259,Leaving Home,International Pony,0.674,0.481,-11.741,0.0412,0.0323,1.59e-05,0.107,0.292,124.017,200107
8260,Who Threw The Whiskey In The Well,Lucky Millinder,0.583,0.467,-10.438,0.392,0.973,0.00721,0.198,0.592,167.294,180200
8261,Put Your Head On My Shoulder,Paul Anka,0.588,0.502,-7.427,0.0308,0.817,1.17e-06,0.297,0.523,110.207,159667
8262,Bird Guhl,Antony and the Johnsons,0.281,0.283,-12.501,0.0433,0.793,0.571,0.115,0.125,143.231,194267
8263,El Baile De Los Que Sobran - Remastered,Los Prisioneros,0.807,0.82,-5.453,0.0482,0.211,0.0,0.637,0.535,117.336,301880
8264,Lilac Wine,Jeff Buckley,0.361,0.107,-15.149,0.0379,0.833,2.43e-05,0.0832,0.0735,112.896,272320
8265,Opel,Syd Barrett,0.373,0.324,-16.444,0.0323,0.599,0.211,0.0877,0.0829,144.801,386640
8266,Nantes,Beirut,0.541,0.533,-9.575,0.037,0.786,0.0102,0.138,0.642,131.147,230200
8267,Flux,Bloc Party,0.485,0.949,-5.569,0.12,0.000259,0.0019,0.0591,0.289,152.098,215720
8268,Universal Consciousness,Alice Coltrane,0.261,0.874,-8.649,0.21,0.0271,0.689,0.064,0.296,127.135,302093
8269,Sweet Lorraine - Remastered 2003,Nat King Cole Trio,0.552,0.0878,-15.18,0.0788,0.973,6.51e-05,0.11,0.381,85.224,187627
8270,Let It Whip - Single Version,Dazz Band,0.829,0.89,-4.327,0.0441,0.144,5.05e-05,0.12,0.957,132.184,246227
8271,To Zion,Ms. Lauryn Hill,0.41,0.601,-10.714,0.504,0.127,0.0,0.112,0.516,173.273,369293
8272,I Am One - Remastered 2011,The Smashing Pumpkins,0.486,0.729,-7.196,0.0425,8.3e-06,0.884,0.047,0.798,107.542,246853
8273,They Shoot Horses Don't They,Racing Cars,0.398,0.321,-10.807,0.0248,0.27,6.84e-05,0.0764,0.386,77.645,220267
8274,All I Really Want to Do,Bob Dylan,0.327,0.434,-7.007,0.0318,0.793,0.0,0.0942,0.343,178.539,245960
8275,All Cats Are Grey,The Cure,0.643,0.454,-13.915,0.0455,0.24,0.921,0.073,0.339,110.107,327653
8276,Battle Flag,Lo Fidelity Allstars,0.663,0.868,-9.624,0.112,0.0399,3.43e-05,0.0485,0.348,100.481,339240
8277,Deep Space 9mm,El-P,0.523,0.932,-4.994,0.286,0.0193,1.56e-05,0.1,0.625,113.663,227133
8278,Do You Need My Love,Weyes Blood,0.263,0.49,-6.676,0.0276,0.436,0.288,0.119,0.186,83.327,385213
8279,Relaxing at Camarillo,Charlie Parker,0.674,0.318,-16.321,0.0426,0.989,0.882,0.132,0.853,108.342,165872
8280,John the Revelator,Blind Willie Johnson,0.738,0.334,-12.972,0.27,0.995,0.0675,0.564,0.503,125.6,196533
8281,Tuff Enuff,The Fabulous Thunderbirds,0.568,0.814,-6.646,0.0425,0.0357,0.000875,0.461,0.677,116.224,200773
8282,Run,Ghostface,0.472,0.923,-2.606,0.325,0.15,0.0,0.792,0.51,90.832,199680
8283,Children of the Grave,Black Sabbath,0.319,0.65,-13.927,0.0375,0.0762,0.129,0.0962,0.383,149.886,317206
8284,Missing The Moon,The Field Mice,0.544,0.662,-12.718,0.0311,0.00998,0.781,0.136,0.445,120.159,419627
8285,Strange Hellos,TORRES,0.54,0.626,-6.58,0.0339,0.000179,0.0571,0.303,0.162,105.985,235280
8286,Rectangle,Jacno,0.98,0.526,-10.193,0.103,0.237,0.0155,0.093,0.773,115.42,217960
8287,Animal,Def Leppard,0.588,0.926,-5.192,0.0493,0.00183,0.0148,0.139,0.59,119.513,244560
8288,Naive,The Kooks,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304,203507
8289,Sex With Me,Rihanna,0.58,0.532,-5.668,0.0424,0.294,0.0,0.0948,0.39,112.049,206400
8290,Love Is Lost - Hello Steve Reich Mix by James Murphy for the DFA,David Bowie,0.701,0.905,-10.393,0.048,0.0416,0.797,0.342,0.958,101.997,626013
8291,Bourée - 2001 Remaster,Jethro Tull,0.503,0.251,-17.092,0.0461,0.777,0.917,0.0745,0.631,118.59,226133
8292,Get Some,Lykke Li,0.574,0.876,-4.752,0.0696,0.0135,0.00776,0.336,0.611,101.678,202589
8293,It Might As Well Rain Until September,Carole King,0.398,0.585,-9.549,0.0458,0.878,0.0,0.22,0.584,144.455,146387
8294,Hobo Humpin' Slobo Babe,Whale,0.343,0.903,-6.176,0.0956,0.000297,0.435,0.702,0.452,170.244,239507
8295,United States Of Whatever,Liam Lynch,0.452,0.817,-2.27,0.273,0.00383,0.0,0.138,0.867,161.362,91227
8296,A Letter To Elise,The Cure,0.528,0.594,-13.596,0.0314,0.144,0.00175,0.165,0.725,150.225,312240
8297,Hot Dreams,Timber Timbre,0.55,0.373,-8.772,0.0314,0.391,0.0551,0.0935,0.33,121.941,293213
8298,"Say You, Say Me",Lionel Richie,0.636,0.405,-11.113,0.0287,0.355,0.0,0.081,0.257,128.068,240559
8299,Kiss Them For Me,Siouxsie and the Banshees,0.596,0.949,-5.45,0.0575,0.167,0.00428,0.104,0.739,99.4,277147
8300,Coutances,Dick Annegarn,0.427,0.0866,-18.691,0.0345,0.403,0.00299,0.0989,0.228,126.897,177560
8301,One In Ten,UB40,0.852,0.541,-13.814,0.0465,0.0195,2.26e-05,0.0771,0.918,126.561,272907
8302,Let Your Love Flow,The Bellamy Brothers,0.679,0.553,-14.687,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,198760
8303,Clique,Kanye West,0.704,0.569,-4.998,0.247,0.0488,0.0,0.191,0.313,109.314,293533
8304,My Girl Sloopy,The Vibrations,0.667,0.836,-6.829,0.0663,0.29,9.2e-06,0.387,0.658,113.8,173973
8305,Think,"The ""5"" Royales",0.776,0.506,-5.598,0.0386,0.808,0.00011,0.0749,0.752,126.492,154573
8306,Where Do You Run To,Vivian Girls,0.43,0.569,-11.931,0.0299,0.000455,0.0182,0.141,0.633,140.953,195573
8307,Tinseltown Swimming in Blood,Destroyer,0.679,0.694,-7.375,0.0293,0.0241,0.512,0.206,0.747,106.992,286028
